老家,#genre#
营山电视,http://tv.drs.ysxtv.cn:8100/channellive/ystv-bak.flv
江安综合,http://p8.vzan.com/slowlive/917080675626502322/live.m3u8
顺义综合,https://livebjsy.chinamcache.com/live/zb02.flv
崇明电视,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
嘉定电视,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8
河北影视,http://tv.pull.hebtv.com/zhibo/yingshijupindao.m3u8?t=2510710360&k=2d3ada9117a7f1c3f7c11b67671bbe3c
河北农民,https://tv.pull.hebtv.com/jishi/nongminpindao.m3u8?t=1963555153&k=322fe32502d1e3695b0bdef5e698635e
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邢台综合,https://jwplay.hebyun.com.cn/live/xtsrmtzs/1500k/tzwj_video.m3u8
承德新闻,https://jwcdnqx.hebyun.com.cn/live/cdsxwzhtv/1500k/tzwj_video.m3u8
山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
山西生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
灵石综合,https://live-stream.lsxrmtzx.com/live/video.m3u8
吉县电视,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
晋中综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
潞城综合,http://59.48.42.6:62204/lucheng.m3u8
济南教育,https://livejnedu.chinamcache.com/live/jneduzb04.m3u8
临沂综合,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
枣庄新闻,http://stream.zztvzd.com/1/playlist.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江钱江,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江影视,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
义乌新闻,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
绍兴新闻,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
普陀综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
上虞新闻,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
开化新闻,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
镇海综合,https://netlive.zhxwzx.com/live/ZHTV-2.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
连云港台,http://live.lyg1.com/zhpd/playlist.m3u8
沛县新闻,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
镇江新闻,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
吴江新闻,https://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8?auth_key=4849225473-0-0-ccc3233d52ea78642c7045805f46ea58&extra_key=kuPfWJHmelFzV3-zoreYDOH4OVvUscNtgFUPukN0LjrE7j9GbJe-1SiVIo_invs13HOTHPShIbZWuurqH8qWSk1Ouqm4Z10UlHpsUzS1j4nZoIRkEzTmKDOrVq3vGwbvmvC6qDLIKmmLHfFxL7WJeMpZZlN8MDPUoCW9CYoMIW0
宿豫综合,https://suyu-tv-hls.cm.jstv.com/suyu-tv/syzhpd.m3u8
武进新闻,http://live.wjyanghu.com/live/CH1.m3u8
海安新闻,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
哈市新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226434/index.m3u8
龙江新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
龙江农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
齐齐哈尔,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
佳木斯新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
双鸭山新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8
牡丹江新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
大庆新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226484/index.m3u8
鹤岗新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
鸡西新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226410/index.m3u8
伊春新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226416/index.m3u8
黑河新闻,https://rmplive.hljtv.com/live/heihe.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边一套,https://live.ybtvyun.com/video/s10006-ff4eb5dba33d/index.m3u8
延边二套,http://live.ybtvyun.com/video/s10006-04819ee234a7/index.m3u8?zjild
滁州新闻,http://live.cztv.cc:85/live/xwpd.m3u8
宿州新闻,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
固镇综合,http://www.guzhenm.com:7001/hls/hd-live.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
三明新闻,https://stream.smntv.cn/smtv1/playlist.m3u8
建宁综合,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8
九江新闻,http://vapi.91kds.cc/live1/jxjjtv.m3u8?id=jxjjtv1&apiKey=f7b64854cd0c362f77b24a9da6ec9e85
贵溪综合,http://guixibc.jxshiju.com/live/guixi.m3u8
丰顺综合,https://p2.vzan.com/slowlive/024926084736123668/live.m3u8
南宁新闻,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
文山综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
曲靖一套,http://channel.qjrb.cn/nmip-media/channellive/channel124906/playlist.m3u8
七星关电视,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
六盘水综合,rtmp://tv.lpsrtv.com:1935/channellive/ch1
松桃新闻,http://live.strmtzx.cn/stxw/playlist.m3u8
黔南综合,https://tvfile.qntv.net/nmip-media/channellive/channel108689/playlist.m3u8
黔南都市,https://tvfile.qntv.net/nmip-media/channellive/channel109066/playlist.m3u8
银川公共,http://play-sh13.quklive.com:80/live/1667883943560053.m3u8?auth_key=2015914283-08371389613b4c0ea3c6dff651dc7342-0-532f80aa10dc71b9376a1f0f37975064
凤冈综合,http://live.fgxrmtzx.cn:90/live/zhpd.m3u8
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
庆阳综合,https://play.kankanlive.com/live/1700643403411931.m3u8
崆峒综合,http://125.74.200.110:10080/hls/001/001_live.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
内蒙生活,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
包头新闻,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=d5a1fe0898512f4a1d513bc0f9c5b751&txTime=771E8800
鄂尔多斯,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=b7f46f8c1bcd9e2db3aa285e7afd6255&txTime=771E8800
巴彦淖尔,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=7b16e82a11c42b867ae27383922ef7f9&txTime=771E8800
赤峰新闻,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=08be8d464e60db2c3aa1e8e7d742f71d&txTime=771E8800
乌兰察布,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=8bca81250fd7df3b633efcbb6150b0c6&txTime=771E8800
元宝山台,http://l2yx82zv.live2.danghongyun.com/live/hls/8be0890a1b0c4d7aaf80b51ea8646682/5a8988f5ecc64986a19aa9b6b3a052a6-1.m3u8
伊犁综合,http://110.153.180.106:55555/out_1/index.m3u8
塔城一套,http://218.84.35.38:3000/m3u8/live/tctv-1/index.m3u8
巴州综合,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
兵团12师,https://liveout.btzx.com.cn/62ds9e/454mm6.m3u8
石河子新闻,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
克拉玛依,http://klmysjtzb.rcsxzx.com/hls/klmy1.m3u8


——————————————————————————————————————————————————
Ipv6,#genre#


CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
